age,sex,edu_lvl,baseline_madrs,lh_caudalanteriorcingulate_thickness,lh_caudalmiddlefrontal_thickness,lh_inferiorparietal_thickness,lh_inferiortemporal_thickness,lh_isthmuscingulate_thickness,lh_lateraloccipital_thickness,lh_lateralorbitofrontal_thickness,lh_medialorbitofrontal_thickness,lh_middletemporal_thickness,lh_parahippocampal_thickness,lh_parsopercularis_thickness,lh_parstriangularis_thickness,lh_pericalcarine_thickness,lh_postcentral_thickness,lh_posteriorcingulate_thickness,lh_precuneus_thickness,lh_rostralanteriorcingulate_thickness,lh_superiorparietal_thickness,lh_supramarginal_thickness,lh_frontalpole_thickness,lh_temporalpole_thickness,lh_insula_thickness,rh_bankssts_thickness,rh_caudalmiddlefrontal_thickness,rh_fusiform_thickness,rh_lateralorbitofrontal_thickness,rh_lingual_thickness,rh_medialorbitofrontal_thickness,rh_parsopercularis_thickness,rh_parstriangularis_thickness,rh_posteriorcingulate_thickness,rh_precentral_thickness,rh_rostralanteriorcingulate_thickness,rh_superiorfrontal_thickness,rh_superiorparietal_thickness,rh_supramarginal_thickness,rh_frontalpole_thickness,rh_temporalpole_thickness,rh_transversetemporal_thickness,lh_superiorfrontal_thickness,rh_parsorbitalis_thickness,rh_middletemporal_thickness,rh_postcentral_thickness
-0.0500089598782305,0.17976485683218016,-0.05888568662296612,-0.16408746545897476,1.0807604411528522,0.6100613634264797,0.17537415149852886,0.13660973277615812,-0.6373910906290381,-0.470706527655021,-0.6459397486508598,-0.4371500588557773,0.4249732636215464,0.041300422785254025,-0.5563996767371456,0.29126169835835064,0.5883458849987893,0.5481695520108925,-0.26048939102803714,-0.4411662782633972,1.3004443368653646,-0.25802816294551767,0.7635083643123443,-1.3721456504726657,-0.806797306702502,-0.690987155564128,-1.0026713877476423,0.5681360879542656,0.6142753696568368,0.4235324270028643,-0.5118027210451616,0.3730970487204758,-0.3132884948606558,0.6368554909441126,-0.4867711052061335,1.056948314172788,0.4592545828978688,0.374762780025352,-0.20501981334211822,0.8118862603109243,-0.3631563382393003,0.4638843147434005,-0.286991929966409,0.21621519822922605,0.003916806839355624,0.1766787809735239,0.360946360831466
-0.05393885612593494,0.14003532477663097,-0.1312040332361659,-0.1885572482824176,1.2080737428619406,0.31971102702723914,0.6733132470383587,0.8002057940863504,-0.9913412424751002,-0.19253795899728088,-0.7706701409570176,-0.7602666359113992,0.5691023254019882,-0.374388033688157,-0.22882701711921075,0.23940399425764092,0.7005227525013147,0.5954780889735445,-0.7293974771107857,-0.22349860040179728,1.1904058402281998,0.15500622613930723,0.8219722994145188,-0.7657523759906244,-1.2488462122828836,-0.5815141383528585,-0.6982036847737032,0.0889621106022343,0.5269270451204167,0.4876951121586037,-0.21865339710804343,-0.17693520412209884,-0.20195716977714812,0.6429874993920028,-0.7630620228311742,0.6152403916599751,0.854455650023196,0.3018620539342559,-0.04822212093100043,0.5663357110581956,-0.3261736569889157,1.4145781739368064,-0.6574439711045369,-0.015132101792729093,0.05993023531392932,0.13117338131559755,0.20228698268773998
-0.05149348198070519,0.06828535782172598,-0.12276337415556077,-0.1374049511761134,1.3548098893028702,0.4304538482927122,0.4025665635298843,0.22646422045574452,-0.9094032773455079,-0.39952437370923993,-1.3893864353058167,-1.0892264254264967,0.4189894972044721,-0.24120046967471231,-0.097576890593349,0.14895870661717284,1.0814015263680086,1.0439994928744163,-0.5313295061512375,-0.3555775730408905,1.7141375950024347,-0.028136073512870733,1.1689572603931873,-1.036045449470843,-0.4925987210218122,-0.3766719521855693,-1.1391974909505187,0.3689713919507233,0.33990148413756877,0.5042280060983303,-0.3766807625946281,0.2682210756635874,-0.32429898384574035,0.5977110941884152,-0.29156655412108806,0.5462075560466174,0.1742715411442814,0.3002540631623621,-0.393536414676021,0.6726833566330243,-0.14561077651416046,0.5278539057076307,-0.6383167619518901,0.27873980617203753,-0.18517946991956477,0.36879267029248214,0.42280283145868053
-0.05978344073680928,0.126978483841493,-0.11145336236564611,-0.15226024394994278,1.1188012555058935,0.4811096715305988,0.46354471640715134,0.3825862525911867,-0.39996915280677,-0.6101217697925092,-1.333988611899511,-0.4210751873776502,0.5990422815280175,-0.20279258828969782,-0.4669667927917036,0.7363450126562081,0.7993121911730854,0.8590589679568744,-0.8261121408206972,-0.6505225318852319,1.4184663834231874,-0.5344804009425822,1.0670935594812943,-1.2451481151821888,-0.610466320963768,-1.1283629899164807,-1.2404192611652407,0.47857824683050676,0.8145871790738557,0.8355401759998368,-0.2385868517172446,0.5556040414223985,-0.11259129996787723,1.0428127304583525,-0.6756797924684393,0.8844977521559825,0.05445928498581941,0.6427072496549541,-0.6978379664764326,0.5327651056705964,0.11275499876544608,0.7423254874373761,-0.7039303669380683,0.4547894719731835,-0.03956505601530221,-0.16261653135992096,0.4249377824153306
-0.05250292049871777,0.5256593008415869,-0.023332409361912186,-0.14212039992655165,1.1663223856328715,0.47041932276307946,0.4763342775034881,0.00967960028066323,-0.6291918267545786,-0.6994069723805092,-1.0931413730673691,-0.42285534820417603,0.638367989427139,-0.13155966011029196,-0.5234679099638349,0.8190123363046011,1.0866751299801827,0.8469379604044541,-0.3437796542151478,-0.48608581091551933,1.4447989949574995,-0.34643819362541667,0.9309804069525264,-0.856036123654614,-1.3005625112324188,-0.6438785617535407,-1.11822292978229,0.3395298484463891,0.6983883158151326,0.46036433653149617,-0.4883127450092106,0.7781886956854128,-0.14251002978236868,0.6769164827619942,-0.5721451569750369,0.795074202203687,0.23097490079728256,0.35298380483881703,-0.5799793986960863,0.5855135541132206,-0.07173189226109142,0.5736232594394531,-0.9024030775296779,0.33290152977248466,-0.17634448038157127,0.12595295055738773,0.30955648706013217
-0.10941628592101568,-0.020881025703386794,0.006162993415418339,-0.1914162634866736,1.3769369593344676,0.5624969478206295,0.48745789647331,0.5007487966560693,-0.5833066970705189,-0.22768030111397863,-0.7728853700333328,-0.5624542032668364,0.7594454582013689,-0.42622859685696285,-0.09503797731973083,0.5384248403738753,0.8933877366837958,0.7499411582618439,-0.653658884236586,-0.4567517269985561,1.7933853803067745,-0.20388411863141614,0.9633249794605738,-0.7595730626508908,-1.316054304352025,-0.6328770145702877,-1.0118991640218764,0.3186849382973262,0.4520128990524075,0.37104709635799177,-0.553080965780332,0.4889887890585233,0.07387509708431714,0.3824382486989679,-0.23683147611925157,0.7101603199816143,-0.019752148093921087,0.581209934552278,-0.46199646469824085,0.8532389285122638,-0.0508564415052246,0.17594504899434063,-0.6040155455041015,0.37946873944535614,0.12612745357584354,0.25464370777546236,0.3132362951688918
-0.08186433727876477,-0.043559784652617145,0.03922579789100709,-0.16973783552094443,1.612318798832037,0.618164065890381,0.3259353188480104,0.4322640190018809,-0.7608763004730804,-0.19860183407906468,-0.7604920937272739,-0.7523513367484556,0.6204949820220872,-0.18176448327584774,-0.3506013920667273,0.17268588739043772,0.7214106960759084,0.5811224952210768,-0.4136024295379364,-0.5470968296511911,1.3194454174549857,-0.3384210943869441,0.7366564943106046,-1.0486805060136422,-0.675414832928539,-0.674937197572142,-0.9307837609688047,0.5539593730140632,0.6281179657178231,0.4777134480310999,-0.157305059505426,0.343084779367627,-0.1577676279206475,0.26124096971810645,0.036143477825683515,0.796262984012861,0.06356767323411372,0.5290474096549985,-0.323638426039693,0.5512633913008443,-0.26031735879861323,0.193033278356173,-0.643435945443976,0.36804170895919125,0.11393388240878882,0.1251065029607793,0.17503566195553819
-0.10295899367599863,-0.07604493171533666,-0.021388332489003646,-0.17015039416317868,1.690817630207913,0.5562335784377254,0.24348423915797804,0.49256308491091094,-0.31272195874311304,-0.29693159940158254,-0.5935128492885466,-0.7591652946455055,0.23619053560950173,-0.6814481937400264,-0.04669713139786926,0.2459479432902823,0.5805877696413709,0.65326797553549,-0.4677274800365623,-0.20861116392229287,0.9208033054556428,-0.17405732306473007,1.1110809199915916,-1.0278285628379418,-0.4963289499250817,-0.46520678785902697,-0.6994661336056449,0.4853345631606967,0.5413875673451894,0.6725180257012461,-0.36813185660854114,0.38196430921748836,-0.29701884882780705,0.3237401125768823,-0.3618516573916914,0.5639164274886437,0.33067613789651196,0.6721687375645441,-0.25969715006035154,0.8702914993971305,-0.39916186022921907,0.18115990152218253,-0.6910744125831927,0.6647848485042447,-0.08954089715782808,-0.06878060482660318,0.36769137670247565
-0.05096111007358643,0.6484810333295566,-0.15587346627168447,-0.17996054580849766,1.6605397904612949,0.3712153524655434,0.5243689341031397,-0.12829518860656472,-0.8163461778894341,-0.22398562789449916,-1.324269215594537,-0.47581833437967885,0.307285402915924,0.16394758452537936,-0.1632513854611863,0.5158589616328724,0.4565385911874868,0.7725765458199461,-0.5684319324384088,-0.3952007508897824,1.6207723645884937,-0.3126174847735447,1.308986733799979,-1.3869917059037848,-0.09732369066417425,-0.29597368380674527,-1.1759930734386417,0.16171354688251358,0.7119545514688306,0.5730415326847644,-0.6102421582560275,0.590404410756609,-0.024255853734164307,0.45435692816414563,-0.6422913281568097,0.4294882965842527,0.005990761414123079,0.5313006496943767,-0.30372571950286975,0.6938477521910427,-0.14031080333141394,-0.053598479984727186,-0.4788803566231021,0.5505539741691402,0.09836242532837931,0.07356342678445969,0.3483807726697243
-0.04383829741060879,0.3894632656836642,-0.08614000038725868,-0.14825055397537346,1.7011474973908343,0.5182981280420903,0.3580572878698265,0.14739591309939737,-1.2659283421796685,-0.15117969330868375,-1.4209511116838458,-0.7638062985365967,0.3932725075506313,0.2373013721245983,-0.06531568503282965,0.6050552475926638,0.7120784449947478,0.7777471613763328,-0.49823189981662275,-0.25490775917003833,1.3484410309385488,-0.0672761120826233,1.0065288946294528,-1.110704420240469,-0.9963005327755291,-0.5035686649000881,-1.2158033413854124,0.002891518743446873,0.7814191660976747,0.5946073069370635,-0.4328733404976538,0.007059504937949714,0.06193098013832603,0.8402475436139764,-0.33960037389935177,0.5071929419153957,-0.2237244193046593,0.48443512285512375,-0.2871550084836232,0.5570332622551344,-0.4740260649343847,0.5108585358592941,-0.45067662553759513,0.42768260785839246,0.13467803875223766,0.17214593865370195,0.41101170335537485
-0.05668766670972808,-0.09396468302988324,-0.20229138462114737,-0.23174258478187987,1.3482307888362846,0.8022554731873995,0.3217580644343292,0.7030166920796702,-0.8034421180148308,-0.4951001950227107,-0.5922516017575956,-0.4518817559852526,0.5385199670549403,-0.14236724731045625,-0.5258532853949262,0.31855222672604805,0.41108609312380184,0.6156503997305904,-0.32827418633834277,-0.329168322100622,1.6739485535304133,-0.03901575698134032,0.8811840553938366,-0.7538186876298428,-1.417291993745429,-0.3275730308617371,-0.6170831672928044,0.48386983935056527,0.6314231585510692,0.5129502758240971,-0.2333763031219485,0.29376239731613607,-0.20212362751043397,0.7890666906663765,-0.3166881700773705,0.828567277720965,-0.041261490197559536,0.49344972333157683,-0.05267528776504877,0.41650790295882795,-0.7668967067912452,0.9128175387997111,-0.45074278542057716,0.2601957099750627,-0.20350533244106608,-0.05479755470362036,0.1558087061910019
-0.05642813695294582,0.3034043758004734,-0.12106592640866683,-0.17294028684622031,1.5912233627045163,0.4209002607861985,0.3015573182293952,0.36729522655407265,-0.6135947645277369,-0.2453910997422976,-1.128378049029483,-0.5904153951296136,0.39139664701135835,-0.011894472515948912,-0.6935505247887956,0.36728131475304904,0.9376484747392078,0.606780903081203,0.015504417795563302,-0.40377252266785585,1.7055607807735795,-0.2749244610780735,0.7342044059437957,-1.2091287695149606,-0.839785396733931,-0.2869297638931055,-0.9343790205841013,0.4219778765271854,0.6911404793394497,0.46258411934974736,-0.6789021598164796,0.7032758442900944,-0.3917871969153424,0.7804384222408257,-0.6416771692873151,0.6224166415951936,0.27655227391354315,0.23714288524885493,-0.47303634041493237,0.7342425733912424,-0.5957359811885926,0.47934946554246205,-0.3503532557274357,0.1487760604630963,0.2139341438589084,0.16329272250649932,0.2635801251708372
-0.05719682228289657,0.1597757044593885,-0.03855261538198352,-0.18429857847079387,1.3932756597535547,0.4144089639441328,0.22261659127919664,0.32585938661481195,-0.8482137007443855,-0.6179670498592125,-0.9614122004408138,-0.6389122262944743,0.46420501518813284,0.005234208566490368,-0.28804954132755656,0.31168667505292635,0.9368334407482347,0.6994414812023975,-0.14663120025204673,-0.12227203029641952,1.1008825121951238,-0.12942642486255776,0.6802609150403194,-1.3886681521686082,-0.9538308318118994,-0.04550929414629243,-1.117020279317051,0.37960281371817933,0.5252918182140549,0.4893442933503672,-0.5826729527626376,0.33477824339337003,-0.2800086753939235,0.913348029000992,-0.45001557018424226,0.5460696764572865,0.6519579389669555,0.09675010780277854,-0.3435896351905323,0.5152389454134413,-0.79883960565081,0.6165062744637573,-0.23771035828275938,0.15309191407749967,0.529912967573914,0.18270439145528367,0.28094559999391083
