age,sex,edu_lvl,baseline_madrs,remission_status,mini_addtl_q1,athf_f1_total_trials_v2,years_with_depression,fcc_baseline,listSort_baseline,pattComp_baseline
-0.010357189093485764,0.0003510243398556766,-0.012469476191949254,-0.08749971516740913,0.019931012329167594,-0.0006544745545759748,-0.005988255954809008,0.012268148324196503,-0.0116565833509221,0.013046494194403695,0.02255346077717753
-0.01318412848801942,-0.0005013200357930649,-0.02181215681421109,-0.09295538441319985,0.019794868970085297,-0.0004532697071665684,-0.0048103657361084455,0.013329848426238864,-0.008496069272950688,0.01520948762739998,0.0194327240286207
-0.010381010571649222,-0.0005197276310242733,-0.013810973382109147,-0.07834599997196827,0.020162721510229988,-0.00036649722940723125,-0.0050678446733646515,0.006052776165497237,-0.01191278966884315,0.012802045533641754,0.021097248748898643
-0.011869544493021186,-0.0008729100206552422,-0.013780834244402924,-0.08897333029104508,0.01941160987917118,-0.00044994286444816555,-0.004025126712086836,0.015212587100978628,-0.020857459426814298,0.02399915597883096,0.01811961333747435
-0.0008139018687969806,-0.0014000694197902844,-0.018209509319885627,-0.09844699436680211,0.019199864543428338,-0.0005202986167984103,-0.006097923232056841,0.009587267376909812,-0.009037684261197873,0.016417841295629773,0.01124228363645782
-0.011388028749453572,0.00029837711720133355,-0.019116087799293777,-0.07768955233535432,0.019023740646987183,-0.0005368435825282439,-0.005938488627587158,0.005356328216885805,-0.01791031403777484,0.016827664048442482,0.02535383221820374
-0.017713620458392816,-0.0012052830093937513,-0.017307069874422435,-0.08634915587280442,0.020299153080536245,-0.0006167745123977937,-0.005188972190734277,0.0013290085210677862,-0.01026423515171362,0.02007746916485565,0.024105109675065475
-0.00502553997400313,-0.0016646802192436263,-0.01821728247510126,-0.085715616228322,0.019602694183713677,-0.00046441056548824597,-0.006896218112761027,0.011038300974763582,-0.016930357140364175,0.01730398819639739,0.017923760161234044
-0.0035900764256139744,-0.00127617325224242,-0.020965812156065328,-0.09344188151287987,0.02030644763146693,-0.0004461605744950306,-0.004925194492876253,0.012161883120675307,-0.022930612570909455,0.01923674265230471,0.02202524844082643
-0.012033073800438283,0.0006907385388227971,-0.014943109239888458,-0.09233966372254403,0.020009532094717584,-0.00037975273358821645,-0.007986355712653145,0.010217941103772964,-0.012014197845415329,0.017101768008616562,0.019542491965736545
-0.014322518332042029,-0.001017964745917974,-0.02875845643547176,-0.09142571272285513,0.019497678473965368,-0.0003346356682824519,-0.008144143313010952,0.005963809707740673,-0.013617287214830317,0.024431339567249837,0.01838618865069423
-0.0005621706739794382,-0.00120361360878499,-0.01827016197926512,-0.0874868464685142,0.019148133203956214,-0.0005115644401488403,-0.005540153111943134,0.005624852976716047,-0.023943214780298618,0.021185369494387412,0.020272273627807386
-0.010462596431607931,-0.0009886692931271388,-0.018601290502807188,-0.07614998018066746,0.020125511926446984,-0.0004151053472885263,-0.0077565137235111655,0.005348820778148849,-0.01602196552979799,0.013209299324422894,0.025877628542712663
-0.01124361587443717,-0.002201167467774955,-0.017872797929481182,-0.09670812829015721,0.019977105147831825,-0.0004051201048410439,-0.005756419249242839,0.01635450438580057,-0.019531859221046263,0.018238233939224677,0.02440186713450841
0.0012429365979482485,6.921236493670815e-06,-0.006901508672029003,-0.10076660468955576,0.019980332843247045,-0.00040371110204298903,-0.007949617283374929,0.012323288582868597,-0.012725753595864699,0.00949059443501328,0.01798916262331399
-0.009631239556591004,-0.00014246142932592543,-0.02201995426728713,-0.08788108477296981,0.019400704417718583,-0.0003582474287486987,-0.007624339919141748,0.006024957544518811,-0.019401687567288974,0.02072561230770572,0.023180053294432564
-0.003352919263208267,0.0004613309774869431,-0.02133480446289812,-0.08102574404717079,0.021193906392638295,-0.00044858264713656715,-0.007811422701759832,0.007603412316406153,-0.01466091836933978,0.015244233878334613,0.017516815035472005
-0.01273000886467441,0.000760251086682525,-0.019101991220491086,-0.08277432849143908,0.019740807715744147,-0.0004819909255199396,-0.004652670118019899,0.0074937144069844785,-0.011511514316763055,0.01394596637277745,0.02425954655547916
-0.01386789278336717,-0.0015627115170533232,-0.01173259971105093,-0.0852608975250279,0.020311039454280238,-0.0006021178016838802,-0.009952780475413914,0.020890213125772536,-0.009127768757613673,0.002754712218973419,0.029629560140381504
-0.008164662540325248,-0.001955190085218962,-0.01693916125333999,-0.0894401323521996,0.019886143754946958,-0.0005251652355466952,-0.006994794761497336,0.010788604915277328,-0.015032182984763722,0.019834125010679046,0.01748987990588301
-0.003304702198594155,-0.0005654144310272038,-0.016643688576306468,-0.0860546288765439,0.020036141757054406,-0.0007275099633485377,-0.00507686173872746,0.008233173127193972,-0.01939179929249277,0.017402635844195026,0.02166144481166869
-0.003495682646325382,-0.0005222128998387886,-0.022078758093542084,-0.1028518986709859,0.01995879876871462,-0.0005002659806102451,-0.00801023473219216,0.015288438518281329,-0.021710920412055898,0.023865368302472524,0.01811504685704977
-0.0038119469487008636,-0.0009087080952737573,-0.013690272317430394,-0.07998691660346145,0.020885100669947646,-0.00044002730241808,-0.006069152480688865,0.004394258553870972,-0.016628570918680904,0.012701878974655257,0.02197132118571527
0.008062406320411454,-3.178532051027987e-05,-0.00990245978313764,-0.07859007144870098,0.019501997291859457,-0.0007117703646351924,-0.00540695415304014,0.003011771668732906,-0.02924433433091435,0.023498956608348828,0.015023468375465894
-0.017939302553521476,-0.0021208031264309136,-0.015998077267623673,-0.06246616029419625,0.02053780171757614,-0.0013832716112549507,-0.00338139477622807,0.0034816183316691792,-0.002615314015714348,0.01736201702787596,0.015720826489486375
-0.019747082725460056,-0.0014711396725962196,-0.020841168271317427,-0.09291368905947549,0.02020895386583778,-0.0006109827567698979,-0.008152770316804217,0.016553936558963176,-0.011511103720195322,0.01918184100530723,0.023482266155203744
-0.018497684014469214,-0.0017105868945766758,-0.006757862701856485,-0.08332458108299982,0.02087278348929635,-0.0008223902962114517,-0.004990950662914225,0.01736058045038263,-0.017509830034081394,0.017806891278770394,0.027072397987366662
-0.009962845074024316,-0.00018178784512812095,-0.016205931003032012,-0.09594358550356258,0.019439179801006744,-0.0006677821803748229,-0.009514000892033503,0.005120314637904916,-0.013502892344476512,0.013066335089366199,0.029722231085928266
-0.010438600574625749,1.901099188173439e-05,-0.025813002815455295,-0.08918408242649589,0.02048701544232655,-0.0005253547093359297,-0.008280803482992,0.014960556917383835,-0.020766899681892506,0.023076475407902197,0.020429358238598525
-0.005182110353822205,-0.0017425905393666913,-0.013328911988913101,-0.1044137037607413,0.01903692769280927,-0.00039824306344506957,-0.0072237544880882215,0.009158281613586255,-0.00988423421620957,0.013076340260228454,0.02029639598912902
-0.010680936609998748,-0.0014344935733440925,-0.01635833611040431,-0.09008727718563415,0.020352584897462795,-0.0006142163663098063,-0.0066452712884207815,0.015887375358231343,-0.019613042618902492,0.02477480063207273,0.01614857609972823
0.0015255229941467724,-0.0006263675006826937,-0.0269846956777873,-0.10758148340180584,0.02095132905846606,-0.00043773450579790465,-0.007478056556483059,0.017494339789489513,-0.020054421829860187,0.015211580216878762,0.02177120466293862
-0.0068968075008359565,0.001823143223929848,-0.015598584783962081,-0.09043363612876751,0.02002422560967024,-0.0007933237056595028,-0.007042093541291357,0.011994265195031271,-0.020976342233284703,0.02883485905045749,0.014198392755330734
-0.018845209003953995,-0.0007471211925304961,-0.016016784029601078,-0.09386936137210662,0.01863642068079294,-0.0005504254867637114,-0.006705633907563837,0.01579181647124417,-0.00969635196851012,0.024173046837399847,0.014320795185818608
-0.022565921931162407,-0.0012989613335152752,-0.01861647987226414,-0.08807232391457787,0.020263495012131743,-0.0005981288817602264,-0.005579450048454799,0.01838070495821491,-0.014894857077587293,0.027745281989213815,0.016587903884048332
-0.0049625675206457385,-0.0001688087094239757,-0.027191696436572686,-0.10180018775737319,0.01965669703704465,-0.0004656749100994046,-0.007733248519275927,0.016075722026797662,-0.010160362443502657,0.011885302987954675,0.021054033313344805
-0.02026904595098371,-0.002076118936069521,-0.027484074437440748,-0.07540247612649205,0.020068283353104534,-0.0004573375355281939,-0.00703864673811511,0.014337771749960464,-0.02076471548902219,0.02680207955159353,0.021431545256036938
-0.00927813050831158,-0.0018991917258780523,-0.01561555889272013,-0.07581342015032703,0.019597326158115276,-0.0005311161770586947,-0.004091361172300585,0.004723746239908856,-0.018983350692031054,0.027502690137569268,0.012246792671695548
-0.0066273428540108295,-0.0026073432519405095,-0.02121490807961284,-0.08768774921628786,0.02043125030635256,-0.00043552822729729857,-0.00774040746921705,0.01734066067821881,-0.023820442970117185,0.011968445631988915,0.030507017668186295
-0.016597488731477594,-0.0007295773883498033,-0.0185413036779258,-0.09859189806709892,0.019641206224598626,-0.0004675586399830831,-0.003333341959519183,0.015613213999080814,-0.015139007494216235,0.023197662245734375,0.020025762241679353
-0.03156483888699691,-0.0011007406907588594,-0.017987962743776804,-0.08511135773875446,0.019431080934603513,-0.0005315870423520192,-0.006756776017115287,0.012929521504234438,-0.0029515729340086378,0.019102328763624162,0.02410912167350649
-0.009142056871621704,-0.0011383004582537055,-0.017097240794460244,-0.08429642261132261,0.020681351012315354,-0.0005363080235986447,-0.005684072105476709,0.011245579014774963,-0.009031914536511827,0.010514948446144458,0.02097256243654465
-0.006109647706665287,-0.00022734057789109633,-0.019678187073440392,-0.09005954918722452,0.01970483050709836,-0.0004729628955475412,-0.0062424959057395465,0.013529960623290881,-0.018778471601317306,0.018316609614428377,0.02044439931386479
-0.008949872724413808,-0.001323541310071976,-0.01348434990829262,-0.08874305274160535,0.019259549486777158,-0.00045002846649862233,-0.0043632731071975425,0.018898208194705488,-0.01612038303054002,0.013301399871378941,0.021540263187036595
-0.01856691782397341,-0.001688426284402955,-0.020927826848317826,-0.08072531071154071,0.020146392976004155,-0.0005576135492967101,-0.006145723144764666,0.008947992814424667,-0.015962112845704247,0.01811670099178197,0.0279689336624013
-0.009357041395531486,-0.001815389064763406,-0.011326336485102376,-0.08546681376041756,0.01984184147670726,-0.0004144513966539787,-0.004533819490924137,0.011061756439025086,-0.011935678874354368,0.0127638372646959,0.020023299353170678
0.0005462554063081149,-0.001212941870737665,-0.02296439450799121,-0.10384058775449213,0.02046739289121488,-0.00041064421090395244,-0.00564365079937902,0.012556027116899115,-0.016618317785875594,0.01024692207953632,0.02422140117916027
-0.008521859215905151,-0.002286631517175676,-0.018185296124857777,-0.08432588648642554,0.020109739114946575,-0.0006609025489350802,-0.005926708443588383,0.017954191178359842,-0.027203235403053496,0.014390209139977095,0.033550090609702835
-0.007942603124802309,-0.0018213854482596365,-0.013976009363249567,-0.09399815227613532,0.019770993420470156,-0.00041711400766151205,-0.0030668395709241895,0.012942960373580382,-0.014786171609112527,0.014782034451725835,0.021111078414265926
-0.007805020275182662,-0.0008007325578974073,-0.018929654866237086,-0.08035442720138322,0.020672017874962284,-0.0004949609498303513,-0.008803225663322046,0.007352510468592077,-0.016441287266783795,0.023588134286599827,0.014003634830948413
