threshold_arp,threshold_bup,n_g1,r_g1,n_g2,r_g2,n_g3,r_g3,n_g4,r_g4,,
0.12,0.18,178,0.365168539,29,0.344827586,140,0.264285714,40,0,,
0.12,0.19,173,0.36416185,28,0.357142857,145,0.268965517,41,0,,
0.12,0.17,183,0.360655738,36,0.277777778,135,0.266666667,33,0,,
0.11,0.19,175,0.36,26,0.384615385,148,0.263513514,38,0,,
0.1,0.19,178,0.359550562,23,0.391304348,150,0.26,36,0,,
0.11,0.18,181,0.359116022,26,0.384615385,142,0.26056338,38,0,,
0.1,0.18,184,0.358695652,23,0.391304348,144,0.256944444,36,0,,
0.11,0.17,186,0.35483871,33,0.303030303,137,0.262773723,31,0,,
0.1,0.17,189,0.354497354,30,0.3,139,0.258992806,29,0,,
0.12,0.15,200,0.35,40,0.25,118,0.271186441,29,0,,
0.12,0.16,193,0.347150259,40,0.25,125,0.28,29,0,,
0.12,0.14,206,0.344660194,41,0.243902439,112,0.276785714,28,0,,
0.11,0.15,204,0.343137255,36,0.277777778,119,0.268907563,28,0,,
0.1,0.15,207,0.342995169,33,0.272727273,121,0.26446281,26,0,,
0.11,0.16,197,0.340101523,36,0.277777778,126,0.277777778,28,0,,
0.1,0.16,200,0.34,33,0.272727273,128,0.2734375,26,0,,
0.12,0.13,212,0.339622642,48,0.208333333,106,0.283018868,21,0,,
0.11,0.14,210,0.338095238,37,0.27027027,113,0.274336283,27,0,,
0.1,0.14,213,0.338028169,34,0.264705882,115,0.269565217,25,0,,
0.12,0.12,219,0.337899543,49,0.204081633,99,0.282828283,20,0,,
0.1,0.13,219,0.333333333,41,0.219512195,109,0.275229358,18,0,,
0.11,0.13,216,0.333333333,44,0.227272727,107,0.280373832,20,0,,
0.12,0.11,228,0.333333333,53,0.188679245,90,0.288888889,16,0,,
0.12,0.1,229,0.331877729,55,0.181818182,89,0.292134831,14,0,,
0.1,0.12,226,0.331858407,42,0.214285714,102,0.274509804,17,0,,
0.11,0.12,223,0.331838565,45,0.222222222,100,0.28,19,0,,
0.1,0.11,235,0.327659574,46,0.195652174,93,0.279569892,13,0,,
0.11,0.11,232,0.327586207,49,0.204081633,91,0.285714286,15,0,,
0.1,0.1,236,0.326271186,48,0.1875,92,0.282608696,11,0,,
0.11,0.1,233,0.326180258,51,0.196078431,90,0.288888889,13,0,,
0.12,0.23,137,0.386861314,16,0.5625,181,0.270718232,53,0.018867925,,
0.17,0.17,172,0.36627907,47,0.276595745,116,0.301724138,52,0.019230769,,
0.15,0.19,167,0.365269461,34,0.352941176,134,0.28358209,52,0.019230769,,
0.12,0.22,148,0.371621622,18,0.5,170,0.276470588,51,0.019607843,,
0.15,0.18,172,0.36627907,35,0.342857143,129,0.279069767,51,0.019607843,,
0.11,0.23,138,0.384057971,15,0.6,185,0.264864865,49,0.020408163,,
0.12,0.21,155,0.374193548,20,0.45,163,0.26993865,49,0.020408163,,
0.14,0.19,170,0.364705882,31,0.35483871,138,0.275362319,48,0.020833333,,
0.17,0.16,182,0.351648352,51,0.254901961,106,0.320754717,48,0.020833333,,
0.11,0.22,149,0.369127517,17,0.529411765,174,0.270114943,47,0.021276596,,
0.14,0.18,175,0.365714286,32,0.34375,133,0.270676692,47,0.021276596,,
0.17,0.15,188,0.356382979,52,0.25,100,0.31,47,0.021276596,,
0.12,0.2,160,0.3625,23,0.391304348,158,0.278481013,46,0.02173913,,
0.16,0.17,174,0.362068966,45,0.288888889,122,0.286885246,46,0.02173913,,
0.17,0.14,194,0.350515464,53,0.245283019,94,0.319148936,46,0.02173913,,
0.1,0.23,139,0.388489209,14,0.571428571,189,0.259259259,45,0.022222222,,
0.11,0.21,156,0.371794872,19,0.473684211,167,0.263473054,45,0.022222222,,
0.13,0.19,171,0.362573099,30,0.366666667,141,0.269503546,45,0.022222222,,
0.1,0.22,151,0.370860927,15,0.533333333,177,0.265536723,44,0.022727273,,
0.13,0.18,176,0.363636364,31,0.35483871,136,0.264705882,44,0.022727273,,
0.15,0.17,177,0.361581921,42,0.285714286,124,0.282258065,44,0.022727273,,
0.1,0.21,159,0.371069182,16,0.5,169,0.26035503,43,0.023255814,,
0.11,0.2,162,0.358024691,21,0.428571429,161,0.273291925,43,0.023255814,,
0.16,0.15,191,0.35078534,49,0.265306122,105,0.295238095,42,0.023809524,,
0.16,0.16,184,0.347826087,49,0.265306122,112,0.303571429,42,0.023809524,,
0.1,0.2,165,0.357575758,18,0.444444444,163,0.26993865,41,0.024390244,,
0.16,0.14,197,0.345177665,50,0.26,99,0.303030303,41,0.024390244,,
0.14,0.17,180,0.361111111,39,0.282051282,128,0.2734375,40,0.025,,
0.15,0.15,194,0.350515464,46,0.260869565,107,0.289719626,40,0.025,,
0.15,0.16,187,0.347593583,46,0.260869565,114,0.298245614,40,0.025,,
0.15,0.14,200,0.345,47,0.255319149,101,0.297029703,39,0.025641026,,
0.17,0.13,199,0.346733668,61,0.213114754,89,0.325842697,38,0.026315789,,
0.13,0.17,181,0.359116022,38,0.289473684,131,0.267175573,37,0.027027027,,
0.14,0.15,197,0.350253807,43,0.255813953,111,0.279279279,36,0.027777778,,
0.14,0.16,190,0.347368421,43,0.255813953,118,0.288135593,36,0.027777778,,
0.17,0.12,204,0.348039216,64,0.203125,84,0.321428571,35,0.028571429,,
0.14,0.14,203,0.344827586,44,0.25,105,0.285714286,35,0.028571429,,
0.13,0.15,198,0.348484848,42,0.261904762,114,0.271929825,33,0.03030303,,
0.13,0.16,191,0.345549738,42,0.261904762,121,0.280991736,33,0.03030303,,
0.16,0.13,202,0.341584158,58,0.224137931,94,0.308510638,33,0.03030303,,
0.13,0.14,204,0.343137255,43,0.255813953,108,0.277777778,32,0.03125,,
0.15,0.13,205,0.341463415,55,0.218181818,96,0.302083333,31,0.032258065,,
0.16,0.12,208,0.341346154,60,0.216666667,88,0.306818182,31,0.032258065,,
0.14,0.23,135,0.385185185,18,0.555555556,173,0.277456647,61,0.032786885,,
0.17,0.19,163,0.374233129,38,0.315789474,125,0.296,61,0.032786885,,
0.17,0.18,168,0.375,39,0.307692308,120,0.291666667,60,0.033333333,,
0.17,0.11,212,0.344339623,69,0.188405797,76,0.328947368,30,0.033333333,,
0.14,0.22,146,0.369863014,20,0.5,162,0.283950617,59,0.033898305,,
0.15,0.12,211,0.341232227,57,0.210526316,90,0.3,29,0.034482759,,
0.13,0.23,135,0.385185185,18,0.555555556,177,0.271186441,57,0.035087719,,
0.14,0.21,152,0.375,23,0.434782609,156,0.275641026,56,0.035714286,,
0.14,0.13,209,0.339712919,51,0.215686275,99,0.292929293,28,0.035714286,,
0.12,0.24,128,0.390625,14,0.571428571,190,0.273684211,55,0.036363636,,
0.13,0.22,146,0.369863014,20,0.5,166,0.277108434,55,0.036363636,,
0.16,0.19,165,0.36969697,36,0.333333333,131,0.282442748,55,0.036363636,,
0.16,0.18,170,0.370588235,37,0.324324324,126,0.277777778,54,0.037037037,,
0.17,0.1,212,0.344339623,72,0.180555556,76,0.328947368,27,0.037037037,,
0.13,0.21,153,0.37254902,22,0.454545455,159,0.270440252,53,0.037735849,,
0.14,0.2,157,0.363057325,26,0.384615385,151,0.284768212,53,0.037735849,,
0.14,0.12,215,0.339534884,53,0.20754717,93,0.290322581,26,0.038461538,,
0.16,0.11,216,0.337962963,65,0.2,80,0.3125,26,0.038461538,,
0.11,0.24,129,0.387596899,13,0.615384615,194,0.268041237,51,0.039215686,,
0.13,0.2,158,0.360759494,25,0.4,154,0.279220779,50,0.04,,
0.13,0.13,210,0.338095238,50,0.22,102,0.284313725,25,0.04,,
0.15,0.11,219,0.337899543,62,0.193548387,82,0.304878049,24,0.041666667,,
0.13,0.12,217,0.33640553,51,0.215686275,95,0.284210526,24,0.041666667,,
0.1,0.24,130,0.392307692,12,0.583333333,198,0.262626263,47,0.042553191,,
0.16,0.1,216,0.337962963,68,0.191176471,80,0.3125,23,0.043478261,,
0.15,0.23,134,0.388059701,19,0.526315789,167,0.281437126,67,0.044776119,,
0.15,0.22,144,0.375,22,0.454545455,157,0.286624204,64,0.046875,,
0.14,0.24,126,0.388888889,16,0.5625,182,0.28021978,63,0.047619048,,
0.15,0.1,219,0.337899543,65,0.184615385,82,0.304878049,21,0.047619048,,
0.14,0.11,223,0.33632287,58,0.189655172,85,0.294117647,21,0.047619048,,
0.15,0.21,150,0.38,25,0.4,151,0.278145695,61,0.049180328,,
0.13,0.24,126,0.388888889,16,0.5625,186,0.274193548,59,0.050847458,,
0.15,0.2,155,0.367741935,28,0.357142857,146,0.287671233,58,0.051724138,,
0.17,0.23,131,0.396946565,22,0.454545455,157,0.292993631,77,0.051948052,,
0.13,0.11,225,0.333333333,56,0.196428571,87,0.287356322,19,0.052631579,,
0.12,0.25,123,0.398373984,13,0.538461538,195,0.271794872,56,0.053571429,,
0.17,0.22,140,0.385714286,26,0.384615385,148,0.297297297,73,0.054794521,,
0.14,0.1,223,0.33632287,61,0.180327869,85,0.294117647,18,0.055555556,,
0.16,0.23,133,0.390977444,20,0.5,163,0.282208589,71,0.056338028,,
0.17,0.21,146,0.390410959,29,0.344827586,142,0.288732394,70,0.057142857,,
0.11,0.25,124,0.39516129,12,0.583333333,199,0.266331658,52,0.057692308,,
0.15,0.24,125,0.392,17,0.529411765,176,0.284090909,69,0.057971014,,
0.16,0.22,142,0.38028169,24,0.416666667,154,0.285714286,67,0.059701493,,
0.17,0.2,151,0.377483444,32,0.3125,137,0.299270073,67,0.059701493,,
0.1,0.25,125,0.4,11,0.545454545,203,0.261083744,48,0.0625,,
0.16,0.21,148,0.385135135,27,0.37037037,148,0.277027027,64,0.0625,,
0.19,0.17,168,0.369047619,51,0.274509804,104,0.307692308,64,0.0625,,
0.19,0.13,193,0.347150259,67,0.223880597,79,0.341772152,48,0.0625,,
0.13,0.1,225,0.333333333,59,0.186440678,87,0.287356322,16,0.0625,,
0.17,0.24,122,0.401639344,20,0.45,166,0.295180723,79,0.063291139,,
0.16,0.2,153,0.37254902,30,0.333333333,143,0.286713287,61,0.06557377,,
0.19,0.16,178,0.353932584,55,0.254545455,94,0.329787234,60,0.066666667,,
0.19,0.19,160,0.375,41,0.317073171,112,0.303571429,74,0.067567568,,
0.19,0.15,184,0.358695652,56,0.25,88,0.318181818,59,0.06779661,,
0.19,0.12,197,0.350253807,71,0.211267606,75,0.333333333,44,0.068181818,,
0.16,0.24,124,0.39516129,18,0.5,172,0.284883721,73,0.068493151,,
0.19,0.18,165,0.375757576,42,0.30952381,107,0.299065421,73,0.068493151,,
0.19,0.14,190,0.352631579,57,0.245614035,82,0.329268293,58,0.068965517,,
0.18,0.17,171,0.368421053,48,0.270833333,111,0.288288288,57,0.070175439,,
0.18,0.13,197,0.345177665,63,0.222222222,85,0.317647059,42,0.071428571,,
0.2,0.17,165,0.375757576,54,0.259259259,100,0.31,68,0.073529412,,
0.18,0.16,181,0.35359116,52,0.25,101,0.306930693,53,0.075471698,,
0.18,0.19,162,0.37654321,39,0.307692308,120,0.283333333,66,0.075757576,,
0.2,0.19,158,0.379746835,43,0.302325581,107,0.308411215,79,0.075949367,,
0.1,0.3,85,0.470588235,7,0.714285714,243,0.259259259,52,0.076923077,,
0.14,0.25,122,0.401639344,14,0.5,186,0.274193548,65,0.076923077,,
0.19,0.23,129,0.395348837,24,0.458333333,143,0.300699301,91,0.076923077,,
0.2,0.18,163,0.380368098,44,0.295454545,102,0.303921569,78,0.076923077,,
0.18,0.18,167,0.377245509,40,0.3,115,0.27826087,65,0.076923077,,
0.18,0.15,187,0.35828877,53,0.245283019,95,0.294736842,52,0.076923077,,
0.2,0.13,190,0.352631579,70,0.214285714,75,0.346666667,52,0.076923077,,
0.18,0.12,202,0.346534653,66,0.212121212,80,0.3125,39,0.076923077,,
0.2,0.16,175,0.36,58,0.24137931,90,0.333333333,64,0.078125,,
0.1,0.29,92,0.467391304,8,0.625,236,0.254237288,51,0.078431373,,
0.1,0.28,98,0.459183673,8,0.625,230,0.252173913,51,0.078431373,,
0.1,0.27,108,0.425925926,8,0.625,220,0.259090909,51,0.078431373,,
0.1,0.26,115,0.408695652,8,0.625,213,0.262910798,51,0.078431373,,
0.18,0.14,193,0.352331606,54,0.240740741,89,0.303370787,51,0.078431373,,
0.19,0.11,204,0.348039216,77,0.194805195,68,0.338235294,38,0.078947368,,
0.2,0.15,181,0.364640884,59,0.237288136,84,0.321428571,63,0.079365079,,
0.27,0.15,150,0.366666667,90,0.277777778,60,0.416666667,87,0.08045977,,
0.12,0.3,85,0.470588235,7,0.714285714,233,0.266094421,62,0.080645161,,
0.2,0.14,187,0.35828877,60,0.233333333,78,0.333333333,62,0.080645161,,
0.19,0.22,137,0.386861314,29,0.379310345,135,0.303703704,86,0.081395349,,
0.12,0.29,92,0.467391304,8,0.625,226,0.261061947,61,0.081967213,,
0.12,0.28,98,0.459183673,8,0.625,220,0.259090909,61,0.081967213,,
0.13,0.25,122,0.401639344,14,0.5,190,0.268421053,61,0.081967213,,
0.21,0.13,185,0.345945946,75,0.24,66,0.378787879,61,0.081967213,,
0.2,0.23,128,0.3984375,25,0.44,137,0.306569343,97,0.082474227,,
0.12,0.27,107,0.429906542,9,0.555555556,211,0.265402844,60,0.083333333,,
0.12,0.26,114,0.412280702,9,0.555555556,204,0.269607843,60,0.083333333,,
0.21,0.15,176,0.357954545,64,0.265625,75,0.346666667,72,0.083333333,,
0.2,0.12,194,0.355670103,74,0.202702703,71,0.338028169,48,0.083333333,,
0.19,0.21,143,0.391608392,32,0.34375,129,0.294573643,83,0.084337349,,
0.26,0.15,156,0.365384615,84,0.273809524,64,0.390625,83,0.084337349,,
0.15,0.25,121,0.404958678,15,0.466666667,180,0.277777778,71,0.084507042,,
0.27,0.13,154,0.363636364,106,0.245283019,56,0.428571429,71,0.084507042,,
0.21,0.14,182,0.351648352,65,0.261538462,69,0.362318841,71,0.084507042,,
0.18,0.23,130,0.4,23,0.434782609,152,0.282894737,82,0.085365854,,
0.27,0.14,152,0.368421053,95,0.263157895,58,0.413793103,82,0.085365854,,
0.19,0.1,204,0.348039216,80,0.1875,68,0.338235294,35,0.085714286,,
0.19,0.24,120,0.4,22,0.454545455,152,0.302631579,93,0.086021505,,
0.17,0.25,118,0.415254237,18,0.388888889,170,0.288235294,81,0.086419753,,
0.25,0.15,163,0.36196319,77,0.272727273,66,0.378787879,81,0.086419753,,
0.2,0.22,136,0.389705882,30,0.366666667,129,0.310077519,92,0.086956522,,
0.28,0.15,143,0.377622378,97,0.268041237,55,0.436363636,92,0.086956522,,
0.26,0.13,162,0.358024691,98,0.244897959,58,0.413793103,69,0.086956522,,
0.25,0.13,171,0.350877193,89,0.247191011,58,0.413793103,69,0.086956522,,
0.19,0.2,148,0.378378378,35,0.314285714,124,0.306451613,80,0.0875,,
0.26,0.14,160,0.3625,87,0.264367816,60,0.4,80,0.0875,,
0.25,0.14,169,0.355029586,78,0.269230769,60,0.4,80,0.0875,,
0.11,0.3,85,0.470588235,7,0.714285714,238,0.260504202,57,0.087719298,,
0.21,0.12,189,0.349206349,79,0.227848101,62,0.370967742,57,0.087719298,,
0.21,0.17,162,0.37037037,57,0.280701754,89,0.325842697,79,0.088607595,,
0.11,0.29,92,0.467391304,8,0.625,231,0.255411255,56,0.089285714,,
0.11,0.28,98,0.459183673,8,0.625,225,0.253333333,56,0.089285714,,
0.11,0.27,108,0.425925926,8,0.625,215,0.260465116,56,0.089285714,,
0.11,0.26,115,0.408695652,8,0.625,208,0.264423077,56,0.089285714,,
0.18,0.22,139,0.388489209,27,0.37037037,143,0.286713287,78,0.08974359,,
0.24,0.15,165,0.357575758,75,0.28,69,0.362318841,78,0.08974359,,
0.2,0.21,142,0.394366197,33,0.333333333,123,0.300813008,89,0.08988764,,
0.21,0.18,160,0.375,47,0.319148936,91,0.318681319,89,0.08988764,,
0.2,0.24,119,0.403361345,23,0.434782609,146,0.308219178,99,0.090909091,,
0.27,0.12,157,0.369426752,111,0.234234234,53,0.41509434,66,0.090909091,,
0.24,0.14,171,0.350877193,76,0.276315789,63,0.380952381,77,0.090909091,,
0.24,0.13,173,0.346820809,87,0.252873563,61,0.393442623,66,0.090909091,,
0.18,0.11,209,0.344497608,72,0.194444444,73,0.315068493,33,0.090909091,,
0.28,0.14,145,0.379310345,102,0.254901961,53,0.433962264,87,0.091954023,,
0.26,0.16,153,0.359477124,80,0.275,67,0.402985075,87,0.091954023,,
0.28,0.13,147,0.37414966,113,0.238938053,51,0.450980392,76,0.092105263,,
0.23,0.15,169,0.355029586,71,0.281690141,71,0.352112676,76,0.092105263,,
0.1,0.34,67,0.507462687,5,0.8,261,0.264367816,54,0.092592593,,
0.1,0.31,76,0.486842105,5,0.8,252,0.261904762,54,0.092592593,,
0.1,0.32,72,0.486111111,5,0.8,256,0.265625,54,0.092592593,,
0.1,0.33,70,0.485714286,5,0.8,258,0.26744186,54,0.092592593,,
0.2,0.2,147,0.380952381,36,0.305555556,118,0.313559322,86,0.093023256,,
0.16,0.25,120,0.408333333,16,0.4375,176,0.278409091,75,0.093333333,,
0.18,0.21,145,0.393103448,30,0.333333333,137,0.277372263,75,0.093333333,,
0.21,0.16,172,0.354651163,61,0.262295082,79,0.35443038,75,0.093333333,,
0.23,0.14,175,0.348571429,72,0.277777778,65,0.369230769,75,0.093333333,,
0.26,0.18,147,0.37414966,60,0.333333333,73,0.369863014,107,0.093457944,,
0.12,0.34,67,0.507462687,5,0.8,251,0.270916335,64,0.09375,,
0.12,0.31,76,0.486842105,5,0.8,242,0.268595041,64,0.09375,,
0.12,0.32,72,0.486111111,5,0.8,246,0.272357724,64,0.09375,,
0.12,0.33,70,0.485714286,5,0.8,248,0.274193548,64,0.09375,,
0.26,0.12,165,0.363636364,103,0.233009709,55,0.4,64,0.09375,,
0.25,0.12,174,0.356321839,94,0.234042553,55,0.4,64,0.09375,,
0.23,0.13,177,0.344632768,83,0.253012048,63,0.380952381,64,0.09375,,
0.25,0.16,160,0.35625,73,0.273972603,69,0.391304348,85,0.094117647,,
0.22,0.15,173,0.352601156,67,0.28358209,73,0.342465753,74,0.094594595,,
0.26,0.17,147,0.37414966,72,0.291666667,73,0.369863014,95,0.094736842,,
0.18,0.24,121,0.404958678,21,0.428571429,161,0.285714286,84,0.095238095,,
0.2,0.11,201,0.353233831,80,0.1875,64,0.34375,42,0.095238095,,
0.22,0.14,179,0.346368715,68,0.279411765,67,0.358208955,73,0.095890411,,
0.24,0.12,177,0.350282486,91,0.241758242,57,0.385964912,62,0.096774194,,
0.22,0.13,181,0.342541436,79,0.253164557,65,0.369230769,62,0.096774194,,
0.25,0.18,152,0.375,55,0.327272727,77,0.350649351,103,0.097087379,,
0.18,0.2,150,0.38,33,0.303030303,132,0.287878788,72,0.097222222,,
0.24,0.16,162,0.351851852,71,0.281690141,72,0.375,82,0.097560976,,
0.27,0.16,148,0.364864865,85,0.270588235,62,0.419354839,92,0.097826087,,
0.27,0.18,142,0.38028169,65,0.323076923,68,0.382352941,112,0.098214286,,
0.14,0.3,84,0.476190476,8,0.625,224,0.267857143,71,0.098591549,,
0.21,0.19,156,0.378205128,45,0.311111111,95,0.315789474,91,0.098901099,,
0.25,0.17,152,0.375,67,0.28358209,77,0.350649351,91,0.098901099,,
0.17,0.3,83,0.481927711,9,0.555555556,205,0.282926829,90,0.1,,
0.14,0.29,91,0.472527473,9,0.555555556,217,0.262672811,70,0.1,,
0.14,0.28,97,0.463917526,9,0.555555556,211,0.260663507,70,0.1,,
0.21,0.23,127,0.393700787,26,0.461538462,124,0.314516129,110,0.1,,
0.28,0.12,149,0.382550336,119,0.226890756,49,0.428571429,70,0.1,,
0.27,0.17,142,0.38028169,77,0.285714286,68,0.382352941,100,0.1,,
0.23,0.12,181,0.348066298,87,0.24137931,59,0.372881356,60,0.1,,
0.18,0.1,209,0.344497608,75,0.186666667,73,0.315068493,30,0.1,,
0.24,0.18,153,0.37254902,54,0.333333333,81,0.333333333,99,0.101010101,,
0.17,0.29,90,0.477777778,10,0.5,198,0.277777778,89,0.101123596,,
0.17,0.28,96,0.46875,10,0.5,192,0.276041667,89,0.101123596,,
0.23,0.16,165,0.351515152,68,0.279411765,75,0.36,79,0.101265823,,
0.14,0.27,106,0.433962264,10,0.5,202,0.267326733,69,0.101449275,,
0.14,0.26,113,0.415929204,10,0.5,195,0.271794872,69,0.101449275,,
0.11,0.34,67,0.507462687,5,0.8,256,0.265625,59,0.101694915,,
0.11,0.31,76,0.486842105,5,0.8,247,0.263157895,59,0.101694915,,
0.11,0.32,72,0.486111111,5,0.8,251,0.266932271,59,0.101694915,,
0.11,0.33,70,0.485714286,5,0.8,253,0.268774704,59,0.101694915,,
0.21,0.11,194,0.350515464,87,0.206896552,57,0.368421053,49,0.102040816,,
0.28,0.18,135,0.392592593,72,0.305555556,63,0.396825397,117,0.102564103,,
0.2,0.1,201,0.353233831,83,0.180722892,64,0.34375,39,0.102564103,,
0.28,0.16,141,0.375886525,92,0.260869565,57,0.438596491,97,0.103092784,,
0.17,0.27,104,0.442307692,12,0.416666667,184,0.282608696,87,0.103448276,,
0.24,0.17,153,0.37254902,66,0.287878788,81,0.333333333,87,0.103448276,,
0.27,0.11,162,0.37037037,119,0.218487395,48,0.416666667,58,0.103448276,,
0.22,0.12,185,0.345945946,83,0.240963855,61,0.360655738,58,0.103448276,,
0.15,0.3,83,0.481927711,9,0.555555556,218,0.270642202,77,0.103896104,,
0.22,0.16,169,0.349112426,64,0.28125,77,0.350649351,77,0.103896104,,
0.13,0.3,84,0.476190476,8,0.625,228,0.263157895,67,0.104477612,,
0.17,0.26,110,0.427272727,13,0.384615385,178,0.286516854,86,0.104651163,,
0.28,0.17,135,0.392592593,84,0.273809524,63,0.396825397,105,0.104761905,,
0.21,0.22,135,0.385185185,31,0.387096774,116,0.318965517,105,0.104761905,,
0.15,0.29,90,0.477777778,10,0.5,211,0.265402844,76,0.105263158,,
0.15,0.28,96,0.46875,10,0.5,205,0.263414634,76,0.105263158,,
0.19,0.25,116,0.413793103,20,0.4,156,0.294871795,95,0.105263158,,
0.23,0.18,155,0.374193548,52,0.326923077,85,0.317647059,95,0.105263158,,
0.13,0.29,91,0.472527473,9,0.555555556,221,0.257918552,66,0.106060606,,
0.13,0.28,97,0.463917526,9,0.555555556,215,0.255813953,66,0.106060606,,
0.15,0.27,105,0.438095238,11,0.454545455,196,0.270408163,75,0.106666667,,
0.15,0.26,112,0.419642857,11,0.454545455,189,0.275132275,75,0.106666667,,
0.21,0.24,118,0.398305085,24,0.458333333,133,0.315789474,112,0.107142857,,
0.23,0.17,156,0.371794872,63,0.285714286,84,0.321428571,84,0.107142857,,
0.26,0.11,170,0.364705882,111,0.216216216,50,0.4,56,0.107142857,,
0.25,0.11,179,0.357541899,102,0.215686275,50,0.4,56,0.107142857,,
0.17,0.34,66,0.515151515,6,0.666666667,222,0.288288288,93,0.107526882,,
0.17,0.33,69,0.492753623,6,0.666666667,219,0.292237443,93,0.107526882,,
0.12,0.36,58,0.551724138,4,0.75,260,0.269230769,65,0.107692308,,
0.12,0.35,63,0.507936508,4,0.75,255,0.274509804,65,0.107692308,,
0.13,0.27,106,0.433962264,10,0.5,206,0.262135922,65,0.107692308,,
0.13,0.26,113,0.415929204,10,0.5,199,0.266331658,65,0.107692308,,
0.21,0.21,141,0.390070922,34,0.352941176,110,0.309090909,102,0.107843137,,
0.14,0.34,67,0.507462687,5,0.8,241,0.273858921,74,0.108108108,,
0.14,0.33,70,0.485714286,5,0.8,238,0.277310924,74,0.108108108,,
0.17,0.31,74,0.5,7,0.571428571,214,0.285046729,92,0.108695652,,
0.17,0.32,70,0.5,7,0.571428571,218,0.288990826,92,0.108695652,,
0.22,0.18,158,0.373417722,49,0.326530612,88,0.306818182,92,0.108695652,,
0.21,0.1,194,0.350515464,90,0.2,57,0.368421053,46,0.108695652,,
0.2,0.25,115,0.417391304,21,0.380952381,150,0.3,101,0.108910891,,
0.1,0.36,58,0.551724138,4,0.75,270,0.262962963,55,0.109090909,,
0.1,0.35,63,0.507936508,4,0.75,265,0.267924528,55,0.109090909,,
0.26,0.19,144,0.381944444,57,0.315789474,76,0.355263158,110,0.109090909,,
0.27,0.1,162,0.37037037,122,0.213114754,48,0.416666667,55,0.109090909,,
0.14,0.31,75,0.493333333,6,0.666666667,233,0.270386266,73,0.109589041,,
0.14,0.32,71,0.492957746,6,0.666666667,237,0.274261603,73,0.109589041,,
0.16,0.3,83,0.481927711,9,0.555555556,213,0.272300469,82,0.109756098,,
0.22,0.17,160,0.36875,59,0.288135593,86,0.313953488,82,0.109756098,,
0.16,0.29,90,0.477777778,10,0.5,206,0.266990291,81,0.111111111,,
0.16,0.28,96,0.46875,10,0.5,200,0.265,81,0.111111111,,
0.21,0.2,146,0.376712329,37,0.324324324,105,0.323809524,99,0.111111111,,
0.24,0.11,182,0.351648352,99,0.222222222,52,0.384615385,54,0.111111111,,
0.29,0.15,139,0.388489209,101,0.257425743,49,0.428571429,98,0.112244898,,
0.15,0.34,66,0.515151515,6,0.666666667,235,0.276595745,80,0.1125,,
0.15,0.33,69,0.492753623,6,0.666666667,232,0.280172414,80,0.1125,,
0.16,0.27,105,0.438095238,11,0.454545455,191,0.272251309,80,0.1125,,
0.16,0.26,112,0.419642857,11,0.454545455,184,0.277173913,80,0.1125,,
0.28,0.11,154,0.383116883,127,0.212598425,44,0.431818182,62,0.112903226,,
0.27,0.19,139,0.388489209,62,0.306451613,71,0.366197183,115,0.113043478,,
0.25,0.19,149,0.382550336,52,0.307692308,80,0.3375,106,0.113207547,,
0.26,0.1,170,0.364705882,114,0.210526316,50,0.4,53,0.113207547,,
0.25,0.1,179,0.357541899,105,0.20952381,50,0.4,53,0.113207547,,
0.23,0.19,151,0.377483444,50,0.32,89,0.314606742,97,0.113402062,,
0.15,0.31,74,0.5,7,0.571428571,227,0.273127753,79,0.113924051,,
0.15,0.32,70,0.5,7,0.571428571,231,0.277056277,79,0.113924051,,
0.13,0.34,67,0.507462687,5,0.8,245,0.269387755,70,0.114285714,,
0.13,0.33,70,0.485714286,5,0.8,242,0.272727273,70,0.114285714,,
0.23,0.11,186,0.349462366,95,0.221052632,54,0.37037037,52,0.115384615,,
0.28,0.19,133,0.398496241,68,0.294117647,65,0.384615385,121,0.115702479,,
0.13,0.31,75,0.493333333,6,0.666666667,237,0.265822785,69,0.115942029,,
0.13,0.32,71,0.492957746,6,0.666666667,241,0.269709544,69,0.115942029,,
0.18,0.25,117,0.418803419,19,0.368421053,165,0.278787879,86,0.11627907,,
0.25,0.23,124,0.39516129,29,0.448275862,105,0.333333333,129,0.11627907,,
0.19,0.28,94,0.468085106,12,0.5,178,0.280898876,103,0.116504854,,
0.11,0.36,58,0.551724138,4,0.75,265,0.264150943,60,0.116666667,,
0.11,0.35,63,0.507936508,4,0.75,260,0.269230769,60,0.116666667,,
0.17,0.36,57,0.561403509,5,0.6,231,0.285714286,94,0.117021277,,
0.17,0.35,62,0.516129032,5,0.6,226,0.292035398,94,0.117021277,,
0.22,0.19,154,0.376623377,47,0.319148936,92,0.304347826,94,0.117021277,,
0.16,0.34,66,0.515151515,6,0.666666667,230,0.27826087,85,0.117647059,,
0.16,0.33,69,0.492753623,6,0.666666667,227,0.281938326,85,0.117647059,,
0.23,0.23,125,0.392,28,0.464285714,115,0.313043478,119,0.117647059,,
0.24,0.19,150,0.38,51,0.31372549,84,0.321428571,102,0.117647059,,
0.24,0.1,182,0.351648352,102,0.215686275,52,0.384615385,51,0.117647059,,
0.29,0.14,141,0.390070922,106,0.245283019,47,0.425531915,93,0.11827957,,
0.28,0.23,116,0.396551724,37,0.432432432,82,0.390243902,152,0.118421053,,
0.28,0.1,154,0.383116883,130,0.207692308,44,0.431818182,59,0.118644068,,
