threshold_arp,threshold_bup,n_g1,r_g1,n_g2,r_g2,n_g3,r_g3,n_g4,r_g4,,
0.56,0.34,12,0.666666667,60,0.5,2,1,313,0.230031949,,
0.54,0.34,14,0.642857143,58,0.5,2,1,313,0.230031949,,
0.44,0.43,24,0.458333333,7,0.857142857,43,0.534883721,313,0.230031949,,
0.44,0.44,20,0.4,7,0.857142857,47,0.553191489,313,0.230031949,,
0.6,0.13,7,1,253,0.296442688,1,1,126,0.23015873,,
0.61,0.13,7,1,253,0.296442688,1,1,126,0.23015873,,
0.62,0.13,6,1,254,0.299212598,1,1,126,0.23015873,,
0.63,0.13,5,1,255,0.301960784,1,1,126,0.23015873,,
0.64,0.13,4,1,256,0.3046875,1,1,126,0.23015873,,
0.65,0.13,4,1,256,0.3046875,1,1,126,0.23015873,,
0.66,0.13,3,1,257,0.307392996,1,1,126,0.23015873,,
0.67,0.13,3,1,257,0.307392996,1,1,126,0.23015873,,
0.68,0.13,1,1,259,0.312741313,1,1,126,0.23015873,,
0.58,0.13,10,0.9,250,0.292,1,1,126,0.23015873,,
0.59,0.13,10,0.9,250,0.292,1,1,126,0.23015873,,
0.57,0.13,11,0.818181818,249,0.293172691,1,1,126,0.23015873,,
0.55,0.13,14,0.714285714,246,0.292682927,1,1,126,0.23015873,,
0.56,0.13,13,0.692307692,247,0.295546559,1,1,126,0.23015873,,
0.54,0.13,15,0.666666667,245,0.293877551,1,1,126,0.23015873,,
0.52,0.13,27,0.62962963,233,0.278969957,1,1,126,0.23015873,,
0.5,0.13,35,0.6,225,0.271111111,1,1,126,0.23015873,,
0.53,0.13,22,0.590909091,238,0.289915966,1,1,126,0.23015873,,
0.51,0.13,29,0.586206897,231,0.281385281,1,1,126,0.23015873,,
0.45,0.42,25,0.48,9,0.777777778,36,0.555555556,317,0.230283912,,
0.5,0.4,23,0.47826087,21,0.666666667,13,0.846153846,330,0.23030303,,
0.58,0.32,9,0.888888889,68,0.455882353,2,1,308,0.230519481,,
0.59,0.32,9,0.888888889,68,0.455882353,2,1,308,0.230519481,,
0.57,0.32,10,0.8,67,0.462686567,2,1,308,0.230519481,,
0.55,0.32,13,0.692307692,64,0.46875,2,1,308,0.230519481,,
0.56,0.32,12,0.666666667,65,0.476923077,2,1,308,0.230519481,,
0.54,0.32,14,0.642857143,63,0.476190476,2,1,308,0.230519481,,
0.53,0.33,19,0.578947368,56,0.482142857,4,0.75,308,0.230519481,,
0.43,0.43,25,0.48,6,0.833333333,48,0.5,308,0.230519481,,
0.43,0.45,17,0.470588235,6,0.833333333,56,0.5,308,0.230519481,,
0.43,0.46,17,0.470588235,6,0.833333333,56,0.5,308,0.230519481,,
0.43,0.44,21,0.428571429,6,0.833333333,52,0.519230769,308,0.230519481,,
0.49,0.11,36,0.583333333,245,0.265306122,2,1,104,0.230769231,,
0.44,0.42,26,0.5,8,0.75,41,0.512195122,312,0.230769231,,
0.47,0.42,24,0.458333333,10,0.8,24,0.708333333,329,0.23100304,,
0.41,0.5,15,0.533333333,1,1,68,0.485294118,303,0.231023102,,
0.43,0.42,27,0.518518519,7,0.714285714,46,0.47826087,307,0.231270358,,
0.46,0.41,28,0.464285714,12,0.75,23,0.652173913,324,0.231481481,,
0.52,0.38,22,0.590909091,31,0.580645161,6,0.833333333,328,0.231707317,,
0.53,0.35,18,0.555555556,49,0.510204082,5,0.8,315,0.231746032,,
0.41,0.49,16,0.5,2,0.5,67,0.492537313,302,0.231788079,,
0.45,0.43,24,0.458333333,7,0.857142857,37,0.567567568,319,0.231974922,,
0.45,0.44,20,0.4,7,0.857142857,41,0.585365854,319,0.231974922,,
0.69,0.31,1,1,80,0.5,0,,306,0.232026144,,
0.7,0.31,1,1,80,0.5,0,,306,0.232026144,,
0.71,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.72,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.73,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.74,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.75,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.76,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.77,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.78,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.79,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.8,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.81,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.82,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.83,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.84,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.85,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.86,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.87,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.88,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.89,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.9,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.91,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.92,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.93,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.94,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.95,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.96,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.97,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.98,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.99,0.31,0,,81,0.50617284,0,,306,0.232026144,,
0.6,0.36,6,1,56,0.517857143,2,1,323,0.232198142,,
0.61,0.36,6,1,56,0.517857143,2,1,323,0.232198142,,
0.62,0.36,5,1,57,0.526315789,2,1,323,0.232198142,,
0.58,0.33,9,0.888888889,66,0.454545455,2,1,310,0.232258065,,
0.59,0.33,9,0.888888889,66,0.454545455,2,1,310,0.232258065,,
0.57,0.33,10,0.8,65,0.461538462,2,1,310,0.232258065,,
0.55,0.33,13,0.692307692,62,0.467741935,2,1,310,0.232258065,,
0.56,0.33,12,0.666666667,63,0.476190476,2,1,310,0.232258065,,
0.54,0.33,14,0.642857143,61,0.475409836,2,1,310,0.232258065,,
0.51,0.38,23,0.565217391,30,0.6,7,0.714285714,327,0.232415902,,
0.6,0.34,7,1,65,0.476923077,1,1,314,0.232484076,,
0.61,0.34,7,1,65,0.476923077,1,1,314,0.232484076,,
0.62,0.34,6,1,66,0.484848485,1,1,314,0.232484076,,
0.63,0.34,5,1,67,0.492537313,1,1,314,0.232484076,,
0.64,0.34,4,1,68,0.5,1,1,314,0.232484076,,
0.65,0.34,4,1,68,0.5,1,1,314,0.232484076,,
0.66,0.34,3,1,69,0.507246377,1,1,314,0.232484076,,
0.67,0.34,3,1,69,0.507246377,1,1,314,0.232484076,,
0.68,0.34,1,1,71,0.521126761,1,1,314,0.232484076,,
0.44,0.45,17,0.470588235,6,0.833333333,50,0.52,314,0.232484076,,
0.44,0.46,17,0.470588235,6,0.833333333,50,0.52,314,0.232484076,,
0.47,0.43,23,0.434782609,8,0.875,25,0.72,331,0.232628399,,
0.47,0.44,19,0.368421053,8,0.875,29,0.724137931,331,0.232628399,,
0.6,0.32,7,1,70,0.457142857,1,1,309,0.233009709,,
0.61,0.32,7,1,70,0.457142857,1,1,309,0.233009709,,
0.62,0.32,6,1,71,0.464788732,1,1,309,0.233009709,,
0.63,0.32,5,1,72,0.472222222,1,1,309,0.233009709,,
0.64,0.32,4,1,73,0.479452055,1,1,309,0.233009709,,
0.65,0.32,4,1,73,0.479452055,1,1,309,0.233009709,,
0.66,0.32,3,1,74,0.486486486,1,1,309,0.233009709,,
0.67,0.32,3,1,74,0.486486486,1,1,309,0.233009709,,
0.68,0.32,1,1,76,0.5,1,1,309,0.233009709,,
0.46,0.42,24,0.458333333,10,0.8,27,0.62962963,326,0.233128834,,
0.48,0.41,26,0.461538462,14,0.714285714,17,0.764705882,330,0.233333333,,
0.58,0.35,8,0.875,59,0.474576271,3,1,317,0.233438486,,
0.59,0.35,8,0.875,59,0.474576271,3,1,317,0.233438486,,
0.57,0.35,9,0.777777778,58,0.482758621,3,1,317,0.233438486,,
0.55,0.35,12,0.666666667,55,0.490909091,3,1,317,0.233438486,,
0.56,0.35,11,0.636363636,56,0.5,3,1,317,0.233438486,,
0.54,0.35,13,0.615384615,54,0.5,3,1,317,0.233438486,,
0.41,0.65,3,1,0,,80,0.475,304,0.233552632,,
0.41,0.66,3,1,0,,80,0.475,304,0.233552632,,
0.41,0.67,3,1,0,,80,0.475,304,0.233552632,,
0.41,0.68,1,1,0,,82,0.487804878,304,0.233552632,,
0.41,0.69,1,1,0,,82,0.487804878,304,0.233552632,,
0.41,0.7,1,1,0,,82,0.487804878,304,0.233552632,,
0.41,0.61,4,0.75,0,,79,0.481012658,304,0.233552632,,
0.41,0.62,4,0.75,0,,79,0.481012658,304,0.233552632,,
0.41,0.63,4,0.75,0,,79,0.481012658,304,0.233552632,,
0.41,0.64,4,0.75,0,,79,0.481012658,304,0.233552632,,
0.41,0.52,10,0.6,0,,73,0.479452055,304,0.233552632,,
0.41,0.56,5,0.6,0,,78,0.487179487,304,0.233552632,,
0.41,0.57,5,0.6,0,,78,0.487179487,304,0.233552632,,
0.41,0.58,5,0.6,0,,78,0.487179487,304,0.233552632,,
0.41,0.59,5,0.6,0,,78,0.487179487,304,0.233552632,,
0.41,0.6,5,0.6,0,,78,0.487179487,304,0.233552632,,
0.41,0.53,9,0.555555556,0,,74,0.486486486,304,0.233552632,,
0.41,0.51,11,0.545454545,0,,72,0.486111111,304,0.233552632,,
0.41,0.54,8,0.5,0,,75,0.493333333,304,0.233552632,,
0.41,0.55,8,0.5,0,,75,0.493333333,304,0.233552632,,
0.41,0.71,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.72,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.73,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.74,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.75,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.76,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.77,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.78,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.79,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.8,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.81,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.82,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.83,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.84,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.85,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.86,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.87,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.88,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.89,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.9,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.91,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.92,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.93,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.94,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.95,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.96,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.97,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.98,0,,0,,83,0.493975904,304,0.233552632,,
0.41,0.99,0,,0,,83,0.493975904,304,0.233552632,,
0.52,0.37,22,0.590909091,34,0.529411765,6,0.833333333,325,0.233846154,,
0.51,0.37,24,0.541666667,32,0.5625,6,0.833333333,325,0.233846154,,
0.4,0.47,18,0.5,3,0.666666667,71,0.450704225,295,0.233898305,,
0.4,0.48,18,0.5,3,0.666666667,71,0.450704225,295,0.233898305,,
0.53,0.38,18,0.555555556,35,0.6,5,0.8,329,0.234042553,,
0.41,0.11,71,0.521126761,210,0.233333333,12,0.333333333,94,0.234042553,,
0.42,0.11,68,0.5,213,0.244131455,12,0.333333333,94,0.234042553,,
0.49,0.41,24,0.458333333,16,0.6875,14,0.857142857,333,0.234234234,,
0.48,0.42,23,0.434782609,11,0.818181818,20,0.75,333,0.234234234,,
0.42,0.47,17,0.470588235,4,0.75,63,0.476190476,303,0.234323432,,
0.42,0.48,17,0.470588235,4,0.75,63,0.476190476,303,0.234323432,,
0.45,0.45,17,0.470588235,6,0.833333333,44,0.545454545,320,0.234375,,
0.45,0.46,17,0.470588235,6,0.833333333,44,0.545454545,320,0.234375,,
0.63,0.36,5,1,57,0.526315789,1,1,324,0.234567901,,
0.64,0.36,4,1,58,0.534482759,1,1,324,0.234567901,,
0.65,0.36,4,1,58,0.534482759,1,1,324,0.234567901,,
0.66,0.36,3,1,59,0.542372881,1,1,324,0.234567901,,
0.67,0.36,3,1,59,0.542372881,1,1,324,0.234567901,,
0.68,0.36,1,1,61,0.557377049,1,1,324,0.234567901,,
0.47,0.1,43,0.581395349,241,0.253112033,5,0.6,98,0.234693878,,
0.46,0.1,46,0.543478261,238,0.256302521,5,0.6,98,0.234693878,,
0.44,0.11,59,0.525423729,222,0.247747748,8,0.375,98,0.234693878,,
0.6,0.33,7,1,68,0.455882353,1,1,311,0.234726688,,
0.61,0.33,7,1,68,0.455882353,1,1,311,0.234726688,,
0.62,0.33,6,1,69,0.463768116,1,1,311,0.234726688,,
0.63,0.33,5,1,70,0.471428571,1,1,311,0.234726688,,
0.64,0.33,4,1,71,0.478873239,1,1,311,0.234726688,,
0.65,0.33,4,1,71,0.478873239,1,1,311,0.234726688,,
0.66,0.33,3,1,72,0.486111111,1,1,311,0.234726688,,
0.67,0.33,3,1,72,0.486111111,1,1,311,0.234726688,,
0.68,0.33,1,1,74,0.5,1,1,311,0.234726688,,
0.46,0.43,23,0.434782609,8,0.875,28,0.642857143,328,0.234756098,,
0.46,0.44,19,0.368421053,8,0.875,32,0.65625,328,0.234756098,,
0.69,0.34,1,1,71,0.521126761,0,,315,0.234920635,,
0.7,0.34,1,1,71,0.521126761,0,,315,0.234920635,,
0.71,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.72,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.73,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.74,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.75,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.76,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.77,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.78,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.79,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.8,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.81,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.82,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.83,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.84,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.85,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.86,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.87,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.88,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.89,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.9,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.91,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.92,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.93,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.94,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.95,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.96,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.97,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.98,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.99,0.34,0,,72,0.527777778,0,,315,0.234920635,,
0.47,0.45,16,0.4375,7,0.857142857,32,0.65625,332,0.234939759,,
0.47,0.46,16,0.4375,7,0.857142857,32,0.65625,332,0.234939759,,
0.69,0.12,1,1,267,0.310861423,0,,119,0.235294118,,
0.7,0.12,1,1,267,0.310861423,0,,119,0.235294118,,
0.48,0.11,39,0.58974359,242,0.260330579,4,0.5,102,0.235294118,,
0.71,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.72,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.73,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.74,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.75,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.76,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.77,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.78,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.79,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.8,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.81,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.82,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.83,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.84,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.85,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.86,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.87,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.88,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.89,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.9,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.91,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.92,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.93,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.94,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.95,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.96,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.97,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.98,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.99,0.12,0,,268,0.313432836,0,,119,0.235294118,,
0.69,0.32,1,1,76,0.5,0,,310,0.235483871,,
0.7,0.32,1,1,76,0.5,0,,310,0.235483871,,
0.43,0.47,17,0.470588235,4,0.75,56,0.5,310,0.235483871,,
0.43,0.48,17,0.470588235,4,0.75,56,0.5,310,0.235483871,,
0.71,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.72,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.73,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.74,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.75,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.76,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.77,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.78,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.79,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.8,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.81,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.82,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.83,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.84,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.85,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.86,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.87,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.88,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.89,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.9,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.91,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.92,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.93,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.94,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.95,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.96,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.97,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.98,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.99,0.32,0,,77,0.506493506,0,,310,0.235483871,,
0.58,0.38,8,0.875,45,0.533333333,3,1,331,0.235649547,,
0.59,0.38,8,0.875,45,0.533333333,3,1,331,0.235649547,,
0.57,0.38,9,0.777777778,44,0.545454545,3,1,331,0.235649547,,
0.55,0.38,12,0.666666667,41,0.56097561,3,1,331,0.235649547,,
0.56,0.38,11,0.636363636,42,0.571428571,3,1,331,0.235649547,,
0.54,0.38,13,0.615384615,40,0.575,3,1,331,0.235649547,,
0.52,0.39,22,0.590909091,28,0.571428571,6,0.833333333,331,0.235649547,,
0.4,0.5,15,0.533333333,1,1,74,0.445945946,297,0.235690236,,
0.48,0.43,22,0.409090909,9,0.888888889,21,0.761904762,335,0.235820896,,
0.48,0.44,18,0.333333333,9,0.888888889,25,0.76,335,0.235820896,,
0.6,0.35,6,1,61,0.475409836,2,1,318,0.235849057,,
0.61,0.35,6,1,61,0.475409836,2,1,318,0.235849057,,
0.62,0.35,5,1,62,0.483870968,2,1,318,0.235849057,,
0.39,0.1,82,0.5,202,0.222772277,14,0.357142857,89,0.235955056,,
0.42,0.5,14,0.5,2,1,66,0.46969697,305,0.236065574,,
0.53,0.37,18,0.555555556,38,0.552631579,5,0.8,326,0.236196319,,
0.69,0.13,1,1,259,0.312741313,0,,127,0.236220472,,
0.7,0.13,1,1,259,0.312741313,0,,127,0.236220472,,
0.71,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.72,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.73,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.74,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.75,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.76,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.77,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.78,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.79,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.8,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.81,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.82,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.83,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.84,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.85,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.86,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.87,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.88,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.89,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.9,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.91,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.92,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.93,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.94,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.95,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.96,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.97,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.98,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.99,0.13,0,,260,0.315384615,0,,127,0.236220472,,
0.51,0.39,23,0.565217391,27,0.592592593,7,0.714285714,330,0.236363636,,
0.4,0.49,16,0.5,2,0.5,73,0.452054795,296,0.236486486,,
0.52,0.4,19,0.526315789,25,0.6,9,0.888888889,334,0.236526946,,
0.5,0.41,23,0.47826087,17,0.647058824,13,0.846153846,334,0.236526946,,
0.4,0.11,76,0.486842105,205,0.23902439,13,0.307692308,93,0.23655914,,
0.42,0.49,15,0.466666667,3,0.666666667,65,0.476923077,304,0.236842105,,
0.69,0.36,1,1,61,0.557377049,0,,325,0.236923077,,
0.7,0.36,1,1,61,0.557377049,0,,325,0.236923077,,
0.71,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.72,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.73,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.74,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.75,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.76,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.77,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.78,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.79,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.8,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.81,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.82,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.83,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.84,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.85,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.86,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.87,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.88,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.89,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.9,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.91,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.92,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.93,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.94,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.95,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.96,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.97,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.98,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.99,0.36,0,,62,0.564516129,0,,325,0.236923077,,
0.46,0.45,16,0.4375,7,0.857142857,35,0.6,329,0.237082067,,
0.46,0.46,16,0.4375,7,0.857142857,35,0.6,329,0.237082067,,
0.45,0.1,55,0.527272727,229,0.248908297,6,0.5,97,0.237113402,,
0.43,0.11,64,0.515625,217,0.244239631,9,0.333333333,97,0.237113402,,
0.69,0.33,1,1,74,0.5,0,,312,0.237179487,,
0.7,0.33,1,1,74,0.5,0,,312,0.237179487,,
0.43,0.5,14,0.5,2,1,59,0.491525424,312,0.237179487,,
0.71,0.33,0,,75,0.506666667,0,,312,0.237179487,,
0.72,0.33,0,,75,0.506666667,0,,312,0.237179487,,
0.73,0.33,0,,75,0.506666667,0,,312,0.237179487,,
0.74,0.33,0,,75,0.506666667,0,,312,0.237179487,,
0.75,0.33,0,,75,0.506666667,0,,312,0.237179487,,
0.76,0.33,0,,75,0.506666667,0,,312,0.237179487,,
0.77,0.33,0,,75,0.506666667,0,,312,0.237179487,,
0.78,0.33,0,,75,0.506666667,0,,312,0.237179487,,
0.79,0.33,0,,75,0.506666667,0,,312,0.237179487,,
0.8,0.33,0,,75,0.506666667,0,,312,0.237179487,,
0.81,0.33,0,,75,0.506666667,0,,312,0.237179487,,
0.82,0.33,0,,75,0.506666667,0,,312,0.237179487,,
0.83,0.33,0,,75,0.506666667,0,,312,0.237179487,,
0.84,0.33,0,,75,0.506666667,0,,312,0.237179487,,
0.85,0.33,0,,75,0.506666667,0,,312,0.237179487,,
0.86,0.33,0,,75,0.506666667,0,,312,0.237179487,,
0.87,0.33,0,,75,0.506666667,0,,312,0.237179487,,
0.88,0.33,0,,75,0.506666667,0,,312,0.237179487,,
0.89,0.33,0,,75,0.506666667,0,,312,0.237179487,,
